126314687116750849,We did an unexpected workshop for the #iPhone4S at @apple yesterday and we got an awesome amount of info #notjustaboutthephone @gamerchik16,positive,apple
126307801046847488,RT @imightbewrong: I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy.   : ...,positive,apple
126302673820594176,I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy.   :)  Way to go @Apple!,positive,apple
126301956951117826,@Twitter CEO points to @Apple as 'corporate mentor' as @iOS signups triple http://t.co/GCY8iphN,positive,apple
126287654093471745,At the bus with my iPhone ;) thxx @apple,positive,apple
126284506360578049,"@azee1v1 @apple @umber AppStore is well done, so is iTunes on the mobile devices.  I was talking about desktop app.",positive,apple
126263834968211456,NYTimes: Coach Wants to See You. And Bring Your iPad. http://t.co/J2FTiEnG #iPad @apple set red 42 red 42 hut hut @NFL wish I had an #iPad,positive,apple
126256230397259776,@apple @jilive @DanielPink: Apple sells 4 million iPhone 4S units in first weekend ... Steve Jobs brilliance lives on for ever! #iphone #RVA,positive,apple
126195522691280896,@bkad5161 than apologize to @apple ;),positive,apple
126183339945234432,@Apple downloads of iOS 5 are proving popular with users  -- http://t.co/NSHLfiUX,positive,apple
126180209501286400,"Lmfao look at the argument I had with Siri !!
@ijustine @apple http://t.co/D4VjL7SI",positive,apple
126164430546403328,Incredible: 4 million iPhone 4Ss in 3 days. 135% better than the iPhone 4 http://t.co/1FMJxTMM @apple #iphone4s,positive,apple
126140794078892033,Well @apple fixed my #ios5 battery drain problem with a replacement iPhone 4 -- it's working like a champ now,positive,apple
126134400466419712,Currently ordering a BRAND NEW MACBOOK PRO!!! Bahhh... my MacBook is 5 years old. I'll miss it. But it's time. cc: @Apple -,positive,apple
126130991365500928,you are so blessed. @apple,positive,apple
126116898051076096,"#Siri now knows who my dad, mom, brother and girlfriend is.  Thanks @apple",positive,apple
126116614495154176,Well at least the @apple store has amazing call waiting music! #need4s,positive,apple
126112836219973632,#sweet... #apple replaced my glass #probono. thank you @apple,positive,apple
126107965991297024,Not Bad! @Apple Sells Over 4 Million #IPhones in Debut Weekend - Bloomberg http://t.co/AVSl3ygU - #smartphone #sm RT @VinodRad,positive,apple
126104732426186752,"loving new technology from @apple iPhone 4s, mac air and iCloud are unreal #technology",positive,apple
126097426493878272,I'm loving this new IOS5 update :) @apple,positive,apple
126095744531832832,Another mention for Apple Store: http://t.co/fiIOApKt - RT @floridamike Once again getting great customer service from the @apple store ...,positive,apple
126084907343691776,Time to go get my iPhone 4s.  Looking forward to sticking it to the man by no longer paying for most texts.  Thanks @apple.,positive,apple
126076743613284354,Thank you @apple. My new gf(iphone4s) is great!  She does everything!,positive,apple
126076238375817216,#iCloud set up was flawless and works like a champ! To the Cloud @Apple,positive,apple
126075534894571520,@Wisconsin_Mommy @Apple I'd totally email the company... I always get great service at our @Apple store!,positive,apple
126064519943426048,@apple loving the new IOS5 upgrade for the iPhone!,positive,apple
126063358037340161,Once again getting great customer service from the @apple store at millenia mall.,positive,apple
126059405941809152,Is it just me or is #iOS5 faster for the iPad? @apple,positive,apple
126057030996852737,making the switch from @Android to @Apple #iphone #iphone4S #smartphone #stevejobs (@ Apple Store) http://t.co/kj6pJvkH,positive,apple
126049183865114624,So THANKFUL for the incredible people @apple for going above and beyond and offering to and replacing my  water-damaged Macbook Pro!!! Wow!,positive,apple
126040074595999746,Play on ma man. Loving the camera in the #iphone4s. Well done @apple  #fb http://t.co/tmdFqRe1,positive,apple
126034495991328768,So yeah... @apple #iOS5 #readinglists have changed my life. #nowicanspendevenmoretimeonmyphone.,positive,apple
126026756623831041,@Apple Safari Reader owns the worldwide web,positive,apple
126019393460244481,I love @apple service . My case has cracked 3x and I go in and they hand me a case and I walk out,positive,apple
126009748020658177,Said to have laid out the next 4 years @apple.Jobs last iPhone is 2012 not the iPhone4S. iPhone(4G/5) 2012 is magical! http://t.co/DxxklUBp,positive,apple
126008369562652672,"Kind of excited. On my way to my last class right now and then going to the @Apple store, so buy #MacOSC Snow Leopard and Lion :-)",positive,apple
126002597063696384,i used to be with @blackberry over 4-5yrs .. after all the disruptions and lost gigs thx to their service im moving to @apple #iphone,positive,apple
125999676972470272,"Apple sells 4 million iPhones in 3 days @apple keep doing what you are doing, because you are doing it well! http://t.co/ZZc6bE0w",positive,apple
125978568726560768,"4 millions in a weekend, 16 #iPhone4S per second. This is madness?! no, this is @Apple !!!",positive,apple
125974505385500672,.@apple you got me. I'm now invested. MacBook Pro next year. Time to get on selling more of my #android gear,positive,apple
125959059957485569,I just sent my grandma a post card using my #CardsApp thanks @Apple,positive,apple
125947912306954240,"@KostaTsetsekas @apple Putting it in the wash is kind of the equivalent to ""Will it blend?"" Glad to hear it's still alive.",positive,apple
125940394566483968,"God Bless @YouTube, @apple for  #appletv & our bad ass system. LOVING #PrincessOfChina. GB to @coldplay & @rihanna too :)",positive,apple
125925618486489088,Been off twitter for a few days as I smashed my iPhone but @apple were very nice and gave me a new one :),positive,apple
125924446430183425,Thank you @Apple iOS 5 for email pop up on the lock screen and opening it when unlocking.,positive,apple
125922999651139584,One word - #wow. RT @jldavid iPhone 4S First Weekend Sales Top Four Million: http://t.co/Zx5Pw0GT (via @apple),positive,apple
125902301931126785,RT @MN2NOVA: Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple,positive,apple
125901202591461376,Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple,positive,apple
125900497327636480,Love #ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! @apple #lovemyiphone,positive,apple
125850288488841217,"Gone for a run, beautiful morning , man do I love iOS 5 @apple, #iPhone",positive,apple
125840039031738368,@apple your simply the best.,positive,apple
125794931439702016,I must admit @apple has made me a very happy camper! I have text tones now! Lol! Ring tone: #MakeMeProud Drakes vers! Text tone: Nicki's,positive,apple
125728717942161408,"Day305, I'm thankful for the great customer service received today from @Apple via phone CS, new phone on the way #365daysofgratefulness",positive,apple
125722746100531200,Loving the new iPod update @apple,positive,apple
125717622728818688,@alexlindsay My wife upgraded her iPhone 4. I think Siri alone is worth the upgrade. Looking forward to @Apple continuing to enhance Siri.,positive,apple
125713935344214016,@SteveJobs being honored tonite @Apple...A truly great loss to the world.He will so be missed,positive,apple
125712433087123456,Thx @instagram Thx @apple #hypo #D-76 #tri-x http://t.co/D7EeJHBT,positive,apple
125708639607599104,Loving my new #iPhone4S thanks @apple for #ios5,positive,apple
125701161926930433,@apple the iPhone 4s is great #genius,positive,apple
125699573799845888,@apple Cards app notifies me the card I sent has arrived at local post office and should be delivered today... Sunday. Truly is #magic.,positive,apple
125681742760771584,@apple Siri is amazing,positive,apple
125680049478316032,@rygurl you need an @apple iphone4S with Siri!,positive,apple
125677424565424128,"Meet #Siri, your new iPhone butler. Click the link and be amazed by all it can do: http://t.co/lvfFdCEL @Apple",positive,apple
125667241978114048,"So, I am using my work PC (NEVER EVER) to get a feel for it; it has the worst speakers ever!! @apple you have spoiled me!! #imamac",positive,apple
125662399217930240,@apple just got the new iOS5 upgrade with iMessage...good luck surviving now @BlackBerry,positive,apple
125652668080336896,Loving #iOS5 !! #awesome @Apple,positive,apple
125648027045199873,"RT @MattyRiesz: @kathrynyee You were right, an iPhone is a must have. #addicted {WELCOME TO THE @APPLE CLUB}",positive,apple
125628199269961729,@Apple's Siri is witchcraft.  What's next @googleresearch. 2 yr lead lost?,positive,apple
125623745284018176,"@Apple iOS 5 is sweet! Notifications, phone search covers mail now, wifi sync, iCloud backup and integrated Twitter are all well done.",positive,apple
125618466353983488,RT @katebetts: Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t. ...,positive,apple
125610372727193601,Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t.co/Kniz452s,positive,apple
125596541028282369,Welcome to the twitter world @MarkStuver. This is due to #iOS5 and @apple thanks guys.,positive,apple
125585606100267008,Impressive service @apple genius bar metro centre. Power cable replaced free n booked in for screen replacement for free :- D,positive,apple
125562428200202240,RT @deb_lavoy: the nice guy at the @apple store replaced my phone gratis when I showed him the hairline  crack on the screen. thanks @apple,positive,apple
125561950376701952,the nice guy at the @apple store replaced my phone gratis when I showed him the hairline  crack on the screen. thanks @apple,positive,apple
125550135911518209,"My iPhone 4S battery lasted longer than a day. That hasn't happened since my edge iPhone. Nice job, @apple.",positive,apple
125547297072357376,It would have taken me 15 mins to write this with my #Blackberry. Thank u @Apple 4s for converting me and showing me the grass is greener!,positive,apple
125539788546781185,RT @herahussain: @RickySinghPT got a new backside for my eye phone! V impressed with @apple,positive,apple
125537993942515712,@RickySinghPT got a new backside for my eye phone! V impressed with @apple,positive,apple
125537578974851072,#iPhone 4S in Space http://t.co/jINNHVwz this is amazing #creative @apple your products inspire people to do unbelievable things,positive,apple
125524107386302465,Thank you @apple for making my iPad 2 feel like new again with your new iOS 5!,positive,apple
125501576952553472,Using my awsome iPad... I love it. I love my MacBook too and my iPod. It's all amazing! I love @apple,positive,apple
125501281753251840,@apple iOS 5 upgrade done ...... Much better feature..... Few more feature required,positive,apple
125495491701125120,New iOS 5 update is THE BEST. iloveyou @apple,positive,apple
125459338524499969,"Finally got my iPhone 4S, thanks @Apple. Stupid @att. Learned my lesson.",positive,apple
125455260801179648,"I absolutely love my iPhone 4S. Thank you, Steve and @apple.",positive,apple
125423290767507456,@apple - you have invented a product that actually gets my brother to call my parents when he gets where he's going. Amazing. #siri #ipod4s,positive,apple
125416879035658240,"dammit, listening to siri is making me want to upgrade. well played @apple.",positive,apple
125407532893224962,"Create new folders from within your photo album in #iOS5, finally!! Thanks @Apple, that's been a thorn in my side for a while. #newfeature",positive,apple
125402412147146752,@Blackberry & @Facebook U R really about to make me throw this @Blackberry in the trash an get an @Apple iPhone! @Facebook upload issues!,positive,apple
125393816470568961,#iOS5 update submitted to @apple! Thanks for all the support!,positive,apple
125374540107886593,"I'm amazed at how siri has changed the way I use my phone. I had no idea it would be this good, and it's still in beta. Good job @apple. Wow",positive,apple
125356807626559488,Awesome service from the @apple store in pc. Thanks chris!,positive,apple
125343429289984000,RT @To1ne: .@apple thanks for fixing this... http://t.co/wTj1ogDO,positive,apple
125338216411828224,I am crazy about #iOS5 . The photo cropping is the best! @apple,positive,apple
125333598197911552,.@apple thanks for fixing this... http://t.co/wTj1ogDO,positive,apple
125313088160411649,@apple has changed life.,positive,apple
125309946723188736,Mad props to the @apple employee that didn't charge me to replace the back plate on my iPhone! Made my day!,positive,apple
125275280678993920,@ireton Perhaps it's time for @Apple to come out with an app called iSuck that lets you know which apps are killing your battery life,neutral,apple
125267017942052866,"RT @TheMacMob: Sprint, Verizon & AT&T @Apple Stores http://t.co/ZOzR0UUz",neutral,apple
125266503657472000,@xwordy iCloud was new; I didn't need weather or stocks but they were there pre #ios5 so I'm not hopeful that this will help @apple,neutral,apple
125261029834899456,"Thinking more, I want Android to do an iMessage service & for @Google & @Apple to interconnect. They would if the cared about their users.",neutral,apple
125260105154437121,@apple in Austin:  domain location - umbrellas are nice but being staffed properly would be better.,neutral,apple
125257803790159873,bored - need a new intriguing #app for my #iPad.  Any suggestions?  @apple #yyc @Gadget_Guy,neutral,apple
125252442836320256,"@KeepnUpWitTBoyd @AppStore @iTunesMusic they fixed a bug Thursday after I had done my update? Thus my issue, spent Fri @apple  #iOS5",neutral,apple
125250721280040961,"And @Apple I still have an old MBP from 2006 which I use - which can't run #Lion, I still like to sync it!",neutral,apple
125250617911418881,"@moLifer26 @apple When we find people standing in the middle of blood-soaked rooms saying, ""Siri told me to?"" #noreallyihearvoices",neutral,apple
125250078108684288,"...now with Siri were talking to our iPhones... how will we ever know if people are really truly crazy? :P 
#iphone4s #Siri #apple @apple",neutral,apple
125246898830458880,@notleifgarrett @apple you'll be able to afford that mansion one day.,neutral,apple
125245892814045184,"@fabi_m not that I know of. I think it is only on iOS, should get @apple to make a desktop app :)",neutral,apple
125244798671142912,"@notleifgarrett @apple wished their on hold music played ""Pictures of You"".",neutral,apple
125231250247135233,@RealEstateGuyWI All about yesterday's @Apple upgrade. Helpful but maddening,neutral,apple
125222749034659840,"after being on hold with @apple for the last 30 mins, i really like their music selection of on-hold music. White Stripes, Ray Lamontagne...",neutral,apple
125218106778992640,"""#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/g8Uof7uz #PampersHelloApps""",neutral,apple
125211793655218178,"@vlingo is a POOR substitute for Siri!! Yo @APPLE, gimmie Siri!!!!",neutral,apple
125196751387889665,@Apple Scrapple. (:,neutral,apple
125193298624258049,@tvnewschick @apple Oh no! Why not?! I want it to be love-love-love! It's a lot of dough to spend otherwise...,neutral,apple
125184976579862530,One of the great #entrepreneurs has died. #Steve #Jobs has passed away. Our hearts go out to his family and everyone at @Apple,neutral,apple
125085987431923713,@fashionNOGuilt haha! tomorrow should be less hectic too! 'cause everyone and their moms was at the @apple store today! ;],neutral,apple
126403953058529280,Ud alguna vez ha llamado al servicio de @apple support? Se nota!! Con razon le gusta apple : @,irrelevant,apple
126399172495679488,"ipad: ""mi aparato favorito de la vida"" frase celebre de Azay Carrasco @apple #ipad",irrelevant,apple
126391727408947200,Dancing bear @apple store Lincoln center http://t.co/XBmjUpMq,irrelevant,apple
126387209824776192,#BlackBerry #RIM esta tratando de abarcar el mercado imitando a android y en ciertas cosas a @Apple pero sinceramente no creo que llegue :),irrelevant,apple
126381904621600768,sail phoenix next stop----&gt; after quimera rock @apple house,irrelevant,apple
126379095004160001,che palle sto cacchio di #WP7 di merda con un #Whatsapp che funziona di cacca per colpa del sistema di #notifica! @apple send me an #iphone,irrelevant,apple
126362562865528832,@LennyDubz you do know that @apple is not the company. and why u blasting me on #twitter???,irrelevant,apple
126360606042374144,@bassponton @iphoneclub @kpn @iphone @apple ja. En dan heb je voor dat geld ook nog een datalimiet....,irrelevant,apple
126346004688674816,Love how  @rogersbiz tell u they're not allowed to sell the 4s for $ more than @Apple but yet want $100 more for the 64G,irrelevant,apple
126332817134190592,Complimenti sinceri ad @apple per #IOS5 va benissimo su #iPhone e #iPad,irrelevant,apple
126313259572793345,Mooi verhaal over @Dropbox en hoe zij een geweldig aanbod van @apple Steve Jobs hebben geweigerd in het verleden. http://t.co/eARoBIne!,irrelevant,apple
126310736577298432,@imightbewrong @apple @inthequeencity #teamapple,irrelevant,apple
126304243144597505,Verzoek aan @apple voor iphone: koppel agenda aan bellen. Zo kun je in afspraak opgeslagen telnummer meteen aantikken en bellen. #thnx,irrelevant,apple
126303928039116800,cc @apple http://t.co/8TnodVS8,irrelevant,apple
126270990459219968,"So ya my ITunes is in Japanese???
@apple
#lostasamothafucka",irrelevant,apple
126263600548556800,@Apple erneut im Fadenkreuz - Umweltverschmutzung? @Apple -Zulieferer muss Produktion stoppen  http://t.co/aH9KgrLY,irrelevant,apple
126215978341236736,@GuySie Heb je gisteren Tros Radar gezien over Apple. Garantie werd niet nagekomen door @Apple en devices zeer snel kapot.,irrelevant,apple
126195701704163328,@Notre4Dame @apple haha no fuck that its still took sux and a half hours and i have to be up at 7,irrelevant,apple
126164921485492224,"@Twitter CEO @DickC on @Apple, Privacy, Free Speech and @Google; Far From IPO http://t.co/ztq9Sx7x",irrelevant,apple
126149195957673984,@Karofsky @Apple  how's that pear coming? oops i mmeant apple!,irrelevant,apple
126097345124368385,"Welp. RT @Tree @Apple you didn't fall too far from me, huh? RT @NikkiNotNiki Nia Long's mom is gorgeous..",irrelevant,apple
126054568273518592,"@Apple Mooi systeem hoor dat films huren, t zou alleen leuker zijn als je ze ook werkelijk kan bekijken!!! #NAAIDOZEN http://t.co/Qg0RYdVX",irrelevant,apple
126024290201124864,Viens de tester #ios5 sur un 3GS et franchement c'est pas mal du tout ! @apple,irrelevant,apple
126022958710915072,"http://t.co/k8RQwXty 
para que descargues apps para tu dispositivo #iOS de @Apple.",irrelevant,apple
126005063595466753,Lekkere garantie volgens #radar bij @apple. #Ned1,irrelevant,apple
125996653990772737,"@MissHell23 Umm, pretty sure I typed @Apple, not you, but okies, why'd you do it, then? *grin*",irrelevant,apple
125990804488601600,Descuentos y offertas para applicaciones de @apple http://t.co/8VNd57qk #mobil,irrelevant,apple
125970459404673026,"RT @mpastrana: RT @apple no pasa nada, todo esta bien, no pasa nada, todo esta en orden http://t.co/zwECWhD",irrelevant,apple
125968277083136000,Se tan arruinando mis audifonos d mi #iphone @apple quien me quiere regalar unos? http://t.co/56eeE9uY,irrelevant,apple
125967413299773440,Asi o mas mala la #version5.0 de @apple...,irrelevant,apple
125967315488608257,@macworld_brasil vcs conseguiram fazer funcionar o find my Mac? O meu sempre pede para reportar o erro a @Apple !,irrelevant,apple
125965369532878849,&gt; 4 mln iPhones verkocht in eerste weekend: http://t.co/1pPZz1oX (via @apple),irrelevant,apple
125965364667486209,&gt; 4 mln iPhones verkocht in eerste weekend: http://t.co/OP26muCr (via @apple),irrelevant,apple
125957742698561537,http://t.co/EVItL2eO @KentStoffels @MArioMUssolini @iOS_Notch @Apple,irrelevant,apple
125930962545672192,Resultado de ventas de @apple 4millones de #iPhone4s vendidos,irrelevant,apple
125910538550124545,"bagi yg acc USnya di disabled sama apple,email aja itunes store supportnya minta di re enabled lagi
iTunesStoreSupport@apple.com",irrelevant,apple
125857117407166464,"#epicfail @apple bij upgraden naar IOS5 instellingen kwijt en ebooks verloren. het kost me dus geld zo'n upgrade, WAARDELOOS!",irrelevant,apple
125826633713201152,@chachasikes @iphone @apple on the iphone4s???,irrelevant,apple
125825293473685505,@ferchowii @Adr_Mart_Com @Apple no tengo,irrelevant,apple
125724424774221826,Como puedo checar mi correo si tengo cuenta @apple.com?? :S osea no q onda con eso!! jajaja,irrelevant,apple
125707107495452673,RT @Leahjanell: This Moment w/ @Shyah & @DianiGroves is brought to you by @NBA @Apple @Riesling oh and http://t.co/Dp4XiDs2,irrelevant,apple
125705666592641024,This Moment w/ @Shyah & @DianiGroves is brought to you by @NBA @Apple @Riesling oh and http://t.co/tmQ50JRU,irrelevant,apple
125705646942330880,Partner with @apple. I&#39;d pay $50 for aniBulb. &quot;@washingtonpost: Would you pay $25 for this lightbulb? http://t.co/zGFsehAO&quot;,irrelevant,apple
125695680135172096,@chefreggie06 @rolandsmartin @Apple get ready Tampa Bay the Martin's are coming to town! Bring it on Buccaneers!,irrelevant,apple
125695094836826112,@heidiknyc @apple @Badog420 Cute dinner when ur back from shanghai xx,irrelevant,apple
125653144993660928,@apple - dette blir for dumt. http://t.co/zqKMkq91,irrelevant,apple
125647972087242754,Teach Different: iTeach Therefore iAm http://t.co/yozd8HCx @apple @teachforus @teachforamerica #ipad #stevejobs,irrelevant,apple
125602732278169601,Quiero migrar @Apple!,irrelevant,apple
125542941287649280,"Oja, ik ben gelijk al mijn apps kwijt bedankt @apple .",irrelevant,apple
125526544377577472,@ChArEnCe RaMoS @apple jane @heiMachO @tintin_Julielmo new followers..:) na follow back ko na po kayo..:),irrelevant,apple
125521344342392832,Kan @Apple de #tekstaanvulling op #iphone en #ipad niet omdraaien? #eigenteksteerst #weetapplehetaltijdbeter,irrelevant,apple
125409044222586880,I guess I should go @hublot @apple and @ZegnaOfficial shopping next week. Birthdays only come once a year! Lol,irrelevant,apple
125405429583970305,Un abrazo a tod@s desde el @Apple Store en #NewYork. Es un honor sumarse a la gente que honra la memora y el #genio de #SteveJobs.,irrelevant,apple
125361267555835905,New Arrivals and 70 percent off Clearance of Matching G http://t.co/qQcwyl4b@Lds @Scriptures @Apple @E @Book,irrelevant,apple
125353260520443904,Today very cheap for Patio Furniture San Anton http://t.co/Sd3i1bjm@Plastic @Apple @Bags,irrelevant,apple
125352405482217473,Causando na loja da @apple,irrelevant,apple
125339193802100736,Find more the best Angel Christmas Tree O http://t.co/d5G1rY5d@Starfrit @Apple @Peeler,irrelevant,apple
125336882862231552,Find more the best Maytag Washer Control Board deal.Check pric http://t.co/SNdkAg3e@Best @Apple @Peeler,irrelevant,apple
125333140414808065,Find more the best Cyst On Knee deal.Check price of best Cyst On Knee and offers now. http://t.co/qzYnNuvI@Automatic @Apple,irrelevant,apple
125325092841467904,Do not check other site for Uhmw Conveyor.Now you go best site of Uhmw Conveyor. http://t.co/8RMV5D2q@9 @Pin @Cable @Apple,irrelevant,apple
125321769203666944,Do not check other site for Ed Hardy Black Long Sl http://t.co/hengQGqp@Unlocked @Apple @Touch @Phones,irrelevant,apple
125305753903964161,Esperaba mas de &quot;IOS 5&quot; @Apple,irrelevant,apple
125301831286013952,Hello you are find Mesh Jacket Motorcycle? Our site have more Mesh http://t.co/tYg4Ualc@Ace @Hardware @Apple @Pee,irrelevant,apple
126501582274707457,#Google To Begin Encrypting Searches & Outbound Clicks By Default With SSL Search http://t.co/bf5zVm0U @searchengineland,neutral,google
126501535160074240,"#samsung #google #galaxynexus We got the lowdown after the Hong Kong press release, check it out: http://t.co/OWhYR0YJ",neutral,google
126501463752060928,"#google #IceCreamSandwich #Samsung #Updates #Android | 
Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/lfpPk5Yk",neutral,google
126501463726899200,"#google #IceCreamSandwich #Samsung #Updates #Android | 
Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/qD1bqVm8",neutral,google
126501463672369152,"#google #IceCreamSandwich #Samsung #Updates #Android | 
Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/eizExUn0",neutral,google
126501463663976448,"#google #IceCreamSandwich #Samsung #Updates #Android | 
Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/DGGsNOh2",neutral,google
126501463659790337,"#google #IceCreamSandwich #Samsung #Updates #Android | 
Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/XPGHLC2o",neutral,google
126501463626223616,"#google #IceCreamSandwich #Samsung #Updates #Android | 
Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/rUkTyUJC",neutral,google
126501463554924544,"#google #IceCreamSandwich #Samsung #Updates #Android | 
Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/3GC0UEPM",neutral,google
126501463529754624,"#google #IceCreamSandwich #Samsung #Updates #Android | 
Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/STIfQWTU",neutral,google
126501428897382400,#SEO Tip:Redirect http://t.co/IWeHzOqX to http://t.co/YQYNjBdy by using 301 redirection. #google #yahoo #bing #web,neutral,google
126501392163684353,#Google #Cloud Epson Artisan 837: According to Epson you can also upgrade the printer to support Google Clo... http://t.co/D6gFyji3 #TCN,neutral,google
126501360089825280,Chrome Experiment - WebGL Bookcase - http://t.co/1GNsOwmu #Google,neutral,google
126501176559677441,Word of Mouth and the Internet - YouTube http://t.co/UCD9sDx4 #google #searching #wom,neutral,google
126501155999203328,@AtlantaSnoop yea I've seen my #location waaaay off on #google sites. Not a big deal but still strange. #spookygoogle,neutral,google
126500867280093184,#Android #Google Galaxy Nexus Site is Live: Register and Relive the New Features http://t.co/7llRSpUO #DhilipSiva,neutral,google
126500856026771456,On Google+ then go here http://t.co/iLjdQBpT #GPlus #Googleplus #Google #teamfollowback #socialnetwork,neutral,google
126500659833995265,#Google & Samsung announced their (hopeful) rebuttal to iPhone 4S tonight... site shows nice specs but no carriers yet. http://t.co/Z8SDgUT9,neutral,google
126500532478148610,RT @GWGoddess: We could have told you this two years ago! http://t.co/6BZ6W7cf @Novell #GroupWise #Google,neutral,google
126500276994711553,@Affan Fact! They still do everything better though #google,neutral,google
126500259974234112,@jpobrien11 or windows bridge for windows phones and don't try and pretend apple didn't steal the notification bar from #google #droidtweets,neutral,google
126500105762250752,What could a bookcase look like in 10 years...maybe this? http://t.co/i6YWQ7oR  #google #books,neutral,google
126499963176886272,And thanks to TWIT's AAA crew for the live coverage of the #Google / Samsung announcement!,neutral,google
126499722805522433,Check%RT @CadientGroup: $6% of women use #Google for info on health care vs 28% of men -&gt; http://t.co/QEfhPgX2 (via @nicolaziady) #hcsmeu,neutral,google
126499712164560896,Infinite digital dusting RT @VentureBeat: #Google releases an Infinite Digital Bookcase http://t.co/8m7gN6iN,neutral,google
126499577443532801,The competition: #Google introduces #Android 4.0 Ice Cream Sandwich and the Galaxy Nexus http://t.co/PCu88z7j,neutral,google
126499521822867458,"Hide the women and children, break out the guns, #Google is going to encrypt your searches by default! http://t.co/2VbCGLgp #SEO",neutral,google
126499346022805504,#Android #Google Android 4.0 Ice Cream Sandwich SDK is available today http://t.co/mTnbj9hD #DhilipSiva,neutral,google
126499314393546752,RT @BrightSideNews: @Google and @Samsung Announce the #Galaxy #Nexus http://t.co/dZHvFxVh #Android #ICS #Icecreamsandwich #Google #Samsung,neutral,google
126499293895987201,My thoughts on tonight's #Google Ice Cream Sandwich and #Samsung Galaxy Nexus talk: http://t.co/gu7ScKXL,neutral,google
126498840831475712,#Android #Google Ice Cream Sandwich SDK now available http://t.co/K0tksZ1O #DhilipSiva,neutral,google
126498825992019969,Ice Cream Sandwich SDK now available http://t.co/ZOgECNER  #android #google,neutral,google
126498759143211008,@csg122 http://t.co/TBxLrvin Hopefully you check twitter often enough to find this article. :D #google #ICS,neutral,google
126498593770184704,#Android #Google Galaxy Nexus Press Release http://t.co/JKrzYGBO #DhilipSiva,neutral,google
126498481534808064,engineers #google Manny Marroquin #MannyMarroquin,neutral,google
126498259228303360,@Google and @Samsung Announce the #Galaxy #Nexus http://t.co/dZHvFxVh #Android #ICS #Icecreamsandwich #Google #Samsung,neutral,google
126498218501607426,RT @SamsungMobileCA #GALAXYNexus has arrived! #Samsung #Google,neutral,google
126498101124005889,"Will the #Galaxy #Nexus be coming to #Sprint? No mention of price, carriers, or source release for ICS. Give us those info #Google!",neutral,google
